-1.7990838,2.1823635,0.6045082
-1.8048929,2.1554968,0.5826218
-1.8130683,2.0880096,0.595831
-1.8236337,1.9764143,0.6475713
-1.8364075,1.827396,0.7319832
-1.850634,1.6676022,0.8280716
-1.8652941,1.538047,0.90076184
-1.8800076,1.4745163,0.91152775
-1.8950453,1.4843197,0.84081644
-0.8548716,0.8847101,0.96783274
-0.62755907,0.59188145,1.1782143
-0.41667587,0.100985184,1.6745174
-0.20961793,-0.18520394,1.879502
-0.017597191,-0.33023354,1.8824549
0.14961387,-0.43300498,1.8260145
0.29644752,-0.50494784,1.7404788
0.43094668,-0.5497052,1.6419137
0.5586354,-0.5741343,1.5382547
0.68269396,-0.5839841,1.431778
0.8028223,-0.5807132,1.3215141
0.9147229,-0.56183594,1.2032113
1.015346,-0.5222939,1.068054
1.1083522,-0.45757437,0.90580434
1.2020568,-0.37072626,0.7166187
1.3020701,-0.27566487,0.51888835
1.4060405,-0.18228161,0.3295676
1.5061262,-0.08410472,0.14415956
1.9800982,0.62037814,0.5237581
1.9537848,0.776325,0.7062957
1.9286549,0.9258569,0.87448883
1.9117221,1.0482012,0.9936655
1.9005784,1.1463724,1.0653726
1.8921984,1.2304187,1.10145
1.8852143,1.3080021,1.1100333
1.8791541,1.383063,1.0970764
1.8738253,1.4560812,1.0697229
