3.0074072,0.5862695,-0.66749215
3.1756556,0.88220346,-0.9091773
3.3087018,1.1883918,-1.1335464
3.4087822,1.4625205,-1.2989043
3.522722,1.6388315,-1.3174725
3.6326873,1.7437316,-1.2650088
3.7304986,1.8035872,-1.1432288
3.82747,1.8094449,-0.9596456
3.9379754,1.7786967,-0.7316351
-0.84429353,0.030407086,0.07929086
-0.9445901,-0.10103736,0.14318526
-0.9716437,-0.15636814,0.18451223
-0.9100364,-0.15649009,0.19188836
-0.73372644,-0.18269259,0.19886523
-0.5736207,-0.21522358,0.20659366
-0.41589853,-0.23244631,0.20694447
-0.24741842,-0.26130134,0.22047976
-0.06924383,-0.28569198,0.22878781
0.082799435,-0.28508005,0.2430301
0.21965137,-0.24778426,0.21537492
0.3743441,-0.2321867,0.1962184
0.49866596,-0.210526,0.1858277
0.6378116,-0.17614692,0.17703381
0.7898021,-0.18805532,0.1766485
0.94670355,-0.16858655,0.1706529
1.1214517,-0.14587995,0.16596976
1.2906067,-0.09843081,0.14053273
1.4456842,-0.09040212,0.084946476
1.6169171,-0.12818936,0.15167472
1.789504,-0.133898,0.21479854
1.9571381,-0.088976875,0.17599884
2.1129315,-0.009194359,0.083974056
2.2746873,0.14915358,-0.05551324
2.48444,0.3451668,-0.21832693
2.6859,0.57539374,-0.38139665
2.8990014,0.8599251,-0.54337597
