2.834503,0.9744889,-0.75455123
2.9196386,1.1822226,-0.96565133
2.9374669,1.3901622,-1.205993
2.8838646,1.6267931,-1.5756372
2.7711205,1.8312261,-1.915173
2.5686257,2.0037122,-2.2375016
2.3223884,2.0029063,-2.396414
2.1056838,1.9315834,-2.4294274
1.853258,1.695997,-2.3911972
-1.4687966,-0.024165794,-0.07829185
-1.314397,-0.0654919,-0.0095260255
-1.1590391,-0.11563711,0.062440295
-0.99471116,-0.16275744,0.12136905
-0.8178574,-0.17503981,0.14753118
-0.6411147,-0.18161972,0.16939223
-0.4630729,-0.18175913,0.18040562
-0.2829393,-0.17984897,0.18859245
-0.123264894,-0.18635279,0.21013801
0.058721006,-0.15630214,0.15209481
0.24227025,-0.09546339,0.09226413
0.47661328,-0.039517954,0.032527566
0.66798896,-0.053611957,0.036778804
0.8102598,-0.08085525,0.066327184
0.92775977,-0.09896223,0.107941866
1.008588,-0.12210028,0.16225234
1.1308191,-0.14180388,0.18406892
1.2855526,-0.15282206,0.1734313
1.464357,0.1781434,-0.056089107
1.5858927,0.057344332,0.077841714
1.7373806,0.06912042,-0.14941815
1.9012002,0.10978024,-0.26881853
2.0625126,0.19499315,-0.41748822
2.2216585,0.2810381,-0.61434966
2.3512986,0.36838084,-0.8978188
2.41661,0.5103113,-1.240217
2.439726,0.61072785,-1.5640315
